frame,image,x,y,area,depth,extent,elong,score,speed_px
1937,img0001937.png,429.6335616438356,126.20376712328768,584,162.2859649658203,0.7156862745098039,1.77444830739065,116.1458376716165,0.0
5019,img0005019.png,389.35249621785175,123.8608169440242,661,160.50982666015625,0.4460188933873144,2.1894264836193216,71.59041526475255,0.2797459606466947
5108,img0005108.png,373.37367021276594,115.63829787234044,752,134.5425567626953,0.6702317290552585,1.6243754621202229,90.17469045057656,0.1184588844163272
6812,img0006812.png,638.1549295774648,139.66353677621282,639,166.25039672851562,0.6601239669421488,2.447521028833377,109.74587139413376,0.3110569469306322
7307,img0007307.png,411.6006389776358,142.31789137380193,626,159.9225311279297,0.5040257648953301,1.9077699801150088,80.60507607575201,0.2865382384883901
8008,img0008008.png,622.5325443786983,362.97396449704144,845,139.27337646484375,0.64209726443769,2.048587899166517,89.42705403707673,0.0513237214212267
8656,img0008656.png,614.3034934497816,297.27001455604073,1374,169.15611267089844,0.4872340425531914,1.7127510368598489,82.41861659922498,1.2305430665240882
9371,img0009371.png,411.3575757575758,154.87272727272727,660,135.38711547851562,0.4081632653061224,1.7656277430441896,55.26004713408801,0.4970114354936666
11136,img0011136.png,404.2175273865415,166.56338028169014,639,149.45069885253906,0.4544807965860597,1.5118575111260124,67.92247266484527,0.06118480798267
11261,img0011261.png,407.1656288916563,271.78580323785803,803,157.32005310058594,0.6560457516339869,2.702442419535444,103.20915248347264,1.8723348026382267
11463,img0011463.png,183.11940298507463,351.5641791044776,670,144.0417938232422,0.4115479115479115,1.3775253646455563,59.280099423570185,1.7216875236329632
12993,img0012993.png,242.26350245499185,339.9345335515548,611,137.7725067138672,0.4433962264150943,2.3278247361503888,61.08780958067696,0.0417777851625942
13323,img0013323.png,361.4772447724477,353.2509225092251,813,126.55965423583984,0.4131097560975609,1.961071945775368,52.28302789315944,0.4251657815695874
13466,img0013466.png,273.85374771480804,361.14990859232176,547,147.1828155517578,0.7012820512820512,2.2673687687850044,103.21666680360453,2.428738160898206
13518,img0013518.png,207.2465034965035,359.48426573426576,572,145.63287353515625,0.6341463414634146,2.165519889556799,92.35255394912348,1.6790803641279617
14354,img0014354.png,344.12438785504406,102.20666013712048,1021,152.0269317626953,0.4220752377015295,1.4503774002151768,64.16680336077384,2.3450190690520083
14779,img0014779.png,224.36596736596732,127.5990675990676,429,157.70396423339844,0.4804031354983202,2.862181222752357,75.76147889823956,1.2625429652754478
15590,img0015590.png,165.30379746835442,292.873417721519,474,136.5274200439453,0.4702380952380952,1.1043632138800616,64.20039394923619,0.2896270396270211
16080,img0016080.png,181.0592459605027,255.67684021543985,557,140.1328582763672,0.4856146469049694,1.734692302969924,68.05056849166218,0.6084076944314873
16569,img0016569.png,617.0808270676691,178.50375939849624,532,157.9887237548828,0.6785714285714286,1.708930118544696,107.20663397652764,0.4782640528551479
16828,img0016828.png,414.07698412698414,233.518253968254,1260,136.9297637939453,0.5555555555555556,2.074672262415948,76.07209099663629,3.955758722357834
16848,img0016848.png,417.4377777777778,308.89666666666665,900,147.93333435058594,0.4017857142857143,1.410069815604734,59.43750040871757,2.8396724612950845
16879,img0016879.png,459.3953900709219,353.7659574468085,564,165.60638427734375,0.4973544973544973,2.937194061643384,82.36508001095403,1.470308789749053
